shot_id,shot_made_flag
1,0.25651717186
8,0.279274463654
17,0.499880701303
20,0.798372864723
33,0.206568643451
34,0.644686043262
35,0.459300726652
36,0.348042368889
37,0.637392044067
38,0.293375790119
45,0.408810198307
50,0.239532679319
55,0.413290649652
60,0.352656930685
66,0.431157588959
67,0.172446250916
71,0.392319470644
80,0.286628931761
85,0.254779875278
86,0.537147164345
95,0.646452665329
104,0.410859465599
113,0.486093908548
123,0.242701768875
126,0.788859844208
133,0.481433212757
141,0.379653006792
144,0.483554005623
150,0.424814164639
152,0.501599550247
153,0.462290674448
156,0.284293204546
159,0.855338573456
165,0.692057907581
172,0.361618578434
182,0.850789368153
192,0.553713858128
193,0.623000502586
196,0.328883826733
202,0.395425975323
210,0.334709823132
211,0.584571838379
228,0.897140681744
257,0.374858886003
260,0.39491006732
264,0.386743813753
267,0.786754667759
279,0.894486665726
282,0.378269046545
293,0.338021188974
299,0.862982034683
300,0.790179431438
301,0.7145819664
317,0.301701486111
327,0.431668072939
328,0.197603300214
335,0.412403941154
346,0.64315110445
348,0.376992166042
365,0.328641444445
390,0.594551444054
391,0.690532326698
392,0.810481488705
397,0.523759901524
418,0.402997374535
428,0.147659033537
434,0.689654946327
439,0.556723594666
440,0.354183495045
456,0.406752258539
459,0.243191599846
472,0.459171622992
480,0.204232692719
491,0.336524486542
497,0.479925364256
509,0.31640291214
511,0.396384060383
523,0.222196280956
533,0.438941985369
544,0.243921592832
546,0.407687783241
555,0.770210504532
558,0.329296350479
560,0.312644809484
573,0.25898784399
591,0.499352991581
596,0.332157105207
597,0.32933434844
601,0.66320079565
605,0.485557287931
617,0.387732356787
628,0.267134398222
634,0.407505959272
646,0.218639954925
649,0.461539924145
651,0.791479349136
654,0.753242015839
656,0.410714894533
657,0.526293337345
669,0.447930127382
670,0.872894763947
693,0.69713228941
694,0.480398535728
699,0.422610968351
711,0.332771360874
718,0.329505473375
722,0.254885643721
723,0.409231364727
725,0.755470871925
734,0.394652247429
735,0.676124453545
737,0.764564573765
746,0.257636129856
747,0.480229854584
766,0.275612682104
767,0.420827686787
771,0.309455275536
773,0.305288106203
774,0.396900504827
783,0.366122961044
784,0.439983814955
789,0.265534490347
792,0.299901098013
804,0.321686655283
809,0.471776723862
812,0.290177762508
813,0.426904678345
817,0.596834778786
820,0.263725817204
825,0.458552658558
826,0.3369987607
829,0.389802098274
855,0.403556585312
859,0.715628027916
862,0.377753615379
870,0.245871543884
876,0.511211276054
880,0.405059218407
886,0.919902443886
889,0.834808409214
891,0.598949253559
897,0.919902443886
902,0.259967982769
903,0.365103244781
908,0.389740109444
909,0.378967434168
920,0.418001413345
922,0.332560449839
924,0.4315366745
932,0.497503757477
934,0.308601289988
937,0.508324444294
941,0.154812201858
943,0.402222603559
950,0.444369196892
952,0.267199277878
954,0.878917396069
963,0.533632516861
975,0.358495742083
979,0.34509319067
981,0.320333242416
983,0.258747249842
985,0.533175766468
989,0.447561055422
995,0.495078504086
998,0.422238498926
1008,0.305575668812
1019,0.593747735023
1023,0.377433478832
1026,0.285130381584
1029,0.677396178246
1034,0.857770860195
1036,0.734104275703
1038,0.368215203285
1039,0.446273088455
1051,0.426211804152
1052,0.26000764966
1066,0.372158139944
1087,0.400253862143
1092,0.309985369444
1094,0.724432051182
1098,0.479951143265
1099,0.494804352522
1102,0.273076117039
1118,0.271400570869
1131,0.366114139557
1133,0.507333099842
1135,0.90111976862
1138,0.617894768715
1139,0.817791163921
1142,0.39396739006
1151,0.289546102285
1152,0.370507240295
1155,0.622355043888
1165,0.289869427681
1167,0.854395568371
1172,0.460963398218
1174,0.818171322346
1180,0.448973536491
1200,0.498246222734
1202,0.383525639772
1227,0.599781632423
1228,0.334587454796
1229,0.253452062607
1237,0.478185325861
1241,0.489074856043
1256,0.217524260283
1279,0.325448304415
1293,0.264168798923
1295,0.397400945425
1319,0.70946007967
1320,0.416006594896
1321,0.767167448997
1322,0.699106872082
1334,0.277536898851
1351,0.523686945438
1373,0.353403836489
1375,0.281982570887
1380,0.331833064556
1382,0.596084594727
1385,0.667126953602
1399,0.277554452419
1403,0.838199794292
1428,0.261938542128
1434,0.337350398302
1444,0.910623669624
1448,0.341390520334
1466,0.792067945004
1476,0.356443971395
1478,0.33640986681
1485,0.48877415061
1491,0.611075639725
1494,0.530337095261
1500,0.342358916998
1501,0.645916104317
1503,0.712732374668
1519,0.556836247444
1524,0.288413107395
1529,0.717418134212
1533,0.659173846245
1538,0.912990927696
1539,0.353315830231
1546,0.471299886703
1555,0.353193432093
1559,0.406602501869
1563,0.809883356094
1565,0.729079782963
1574,0.311957985163
1591,0.354784101248
1594,0.265049725771
1605,0.243516623974
1611,0.627307713032
1614,0.33232986927
1620,0.528452932835
1626,0.389562696218
1630,0.44308835268
1632,0.291794925928
1634,0.299325883389
1643,0.334037333727
1651,0.420513510704
1655,0.384571135044
1658,0.440053462982
1659,0.466200530529
1665,0.375560998917
1675,0.349614173174
1680,0.747416436672
